0,0,0,2,0,0,0,0,0,22,21,11,14,0,25,0,12,0,0,19,0,16,7,0,0,25,0,9,20,19,7,16,0,11,6,8,17,0,22,24,0,0,1,5,0,10,13,14,21,23,0,6,0,0,0,2,5,3,15,1,10,19,0,18,16,13,14,17,25,0,20,9,12,0,0,0,0,0,14,24,0,25,0,21,23,5,0,2,3,0,4,0,6,0,9,18,19,17,15,22,0,0,0,0,0,0,20,0,0,19,15,6,7,0,0,23,22,10,16,21,0,0,2,25,0,1,25,2,3,14,13,0,0,22,17,11,0,0,0,9,0,10,21,18,12,7,6,4,5,24,10,11,0,8,0,0,15,12,7,0,0,16,0,0,0,5,0,9,0,6,21,23,18,0,14,15,0,0,0,0,0,8,0,6,10,12,25,13,0,22,1,0,23,24,2,0,0,0,16,0,0,13,0,4,0,0,1,14,0,5,24,21,18,0,0,0,19,0,0,0,0,12,0,0,25,0,12,23,0,0,9,19,0,20,11,7,10,4,0,0,22,8,25,0,0,0,0,3,0,15,3,0,1,25,4,21,0,23,10,14,18,15,0,0,8,11,0,12,0,17,6,0,20,0,5,0,0,17,0,5,0,4,0,13,7,0,14,0,0,0,0,9,0,2,0,0,0,0,22,0,19,7,0,0,0,0,0,0,5,0,0,0,17,24,10,20,0,0,0,25,16,14,0,11,0,0,20,12,0,15,8,9,0,17,16,6,0,25,0,0,19,21,24,0,18,2,0,0,3,4,16,22,8,0,10,20,11,0,0,15,2,4,0,0,0,14,0,5,6,0,25,0,24,9,0,20,23,24,17,0,22,14,11,0,12,3,7,5,0,0,10,18,19,15,13,1,4,0,0,2,21,8,11,22,0,15,18,0,23,20,1,2,0,0,0,0,5,0,0,16,12,0,19,13,9,18,0,0,0,2,10,21,0,8,0,16,0,15,17,13,0,0,14,23,22,3,11,0,6,0,5,3,0,10,7,0,6,2,1,4,23,9,20,8,18,21,25,0,12,24,0,22,15,0,16,6,0,14,15,12,5,13,7,3,9,0,24,22,11,19,8,0,2,0,4,0,21,0,18,0,7,0,10,6,0,11,0,15,14,0,0,0,16,0,0,2,0,0,4,5,24,25,0,23,0,22,24,0,0,0,0,2,5,0,3,14,13,0,15,0,7,0,0,9,10,19,20,0,0,18,17,19,0,16,18,0,7,10,9,8,4,3,0,5,2,25,24,22,21,23,14,0,0,0,13,2,4,5,0,0,0,17,20,19,18,22,0,0,25,0,12,0,13,14,0,9,10,0,0,0,12,14,15,0,0,23,22,24,25,0,0,0,0,10,7,0,0,18,19,20,4,0,1,2,3
7,0,25,24,0,22,0,11,0,10,16,1,17,0,3,5,0,13,6,4,0,20,23,18,0,22,0,17,0,16,14,0,0,2,0,20,9,0,19,0,15,21,18,12,10,24,5,6,4,7,2,1,0,0,14,17,4,0,0,9,21,15,0,23,0,16,20,7,11,0,0,0,12,0,22,20,0,0,9,21,0,18,0,23,24,0,5,7,6,4,22,25,17,0,8,0,1,0,3,0,6,8,0,0,18,20,5,0,7,15,25,0,0,14,13,1,0,24,2,0,19,16,17,9,11,13,0,7,25,6,0,24,0,0,0,14,23,20,12,19,0,0,2,0,0,0,22,0,0,0,0,9,16,0,22,15,0,20,12,14,0,11,0,0,0,19,24,0,0,21,4,3,0,13,2,5,0,0,18,1,6,9,0,21,19,0,0,0,24,17,20,4,0,25,0,12,11,14,23,0,10,0,14,21,23,4,0,2,1,3,15,0,0,0,9,0,12,0,17,13,0,19,0,20,6,12,11,15,20,0,0,13,22,8,16,0,3,0,1,21,14,0,6,7,23,17,0,0,0,25,4,2,0,0,0,23,0,0,25,0,13,0,14,0,11,7,8,9,10,6,18,17,0,16,19,25,22,21,23,24,13,0,14,0,12,8,0,9,0,0,17,0,0,20,0,3,0,0,1,0,0,0,13,0,0,8,6,9,10,0,18,0,0,0,0,2,3,0,5,0,21,23,0,22,24,19,17,0,0,0,0,0,4,0,2,0,21,22,0,24,12,13,0,0,11,8,7,10,6,0,9,0,0,6,0,18,0,19,0,0,0,0,4,5,1,0,0,21,23,0,13,0,15,11,0,3,13,0,5,7,12,15,0,14,0,24,0,25,11,22,8,2,1,4,0,0,18,21,10,23,23,0,20,15,17,0,22,8,11,21,2,14,1,0,0,6,7,0,16,0,0,13,24,0,12,8,21,0,10,25,2,19,0,0,0,12,0,16,0,15,9,14,23,0,20,0,0,0,5,3,1,6,0,0,0,0,10,0,0,5,9,0,23,8,0,21,11,12,24,0,16,14,22,15,0,16,14,12,0,11,9,17,0,24,20,7,0,3,0,5,10,19,15,0,18,0,0,4,25,0,21,25,0,12,8,0,14,10,0,13,0,20,5,3,2,4,6,11,9,7,0,15,0,17,0,0,5,1,2,3,0,7,6,22,0,0,16,0,0,0,13,0,25,8,0,0,24,9,12,20,0,0,22,17,0,1,2,0,0,0,11,0,0,0,0,24,15,20,19,0,6,4,16,7,8,11,16,6,0,4,0,20,15,9,25,17,24,8,0,12,18,1,5,3,2,0,0,0,14,10,24,0,0,0,9,0,0,17,18,8,6,4,0,13,0,0,0,0,21,0,1,25,3,0,0
13,25,12,22,14,0,0,0,0,5,0,18,0,0,4,0,11,9,0,0,24,2,23,3,1,18,0,24,0,23,0,0,0,13,4,5,14,0,1,3,12,22,0,0,10,0,11,20,0,16,0,0,11,9,0,1,14,0,25,3,17,16,22,23,0,6,7,4,0,5,18,12,21,10,0,3,16,17,0,2,10,22,19,11,0,0,0,7,0,0,23,21,18,14,20,13,6,0,0,0,0,10,0,0,6,24,16,0,12,0,11,0,20,19,9,0,0,0,15,1,17,0,25,0,0,0,0,8,24,22,25,0,9,15,0,6,4,11,0,7,0,0,14,23,21,5,3,1,2,18,7,0,15,0,0,0,11,18,17,12,0,9,0,20,0,3,5,0,1,25,16,21,10,22,0,23,19,10,16,18,4,21,22,0,0,1,0,15,0,2,9,20,0,11,24,25,8,17,0,13,0,0,5,20,3,0,0,0,10,0,23,8,0,0,12,0,18,0,0,0,11,0,6,7,0,14,11,21,0,0,23,1,3,0,2,22,13,18,0,17,0,8,7,6,0,0,19,0,12,24,21,4,0,0,0,16,0,0,22,0,15,19,0,11,20,18,0,24,17,9,0,7,5,23,0,17,22,13,10,24,19,0,21,7,9,2,1,0,3,18,14,0,23,12,0,8,25,4,0,20,9,15,0,8,0,3,4,0,2,0,0,23,10,0,21,7,6,20,5,0,22,0,12,13,11,0,14,0,0,12,0,5,0,0,0,7,6,0,0,25,0,15,21,10,22,2,1,16,0,0,25,5,0,11,7,14,15,12,20,23,16,22,0,9,8,1,0,13,4,3,0,18,0,0,19,11,13,14,12,15,22,0,25,0,0,0,5,4,0,1,20,0,0,0,0,0,10,8,6,0,0,23,0,21,0,2,0,5,4,1,18,20,19,0,0,0,0,6,8,0,0,15,0,0,12,0,0,9,7,0,12,13,0,14,11,0,0,25,22,0,5,4,1,0,0,19,20,18,16,17,1,0,4,0,5,17,18,20,19,0,8,10,0,0,0,0,14,11,0,12,0,0,0,24,25,0,18,19,0,20,7,8,10,9,6,13,0,14,0,11,25,0,22,0,23,4,5,0,1,0,22,0,0,19,11,6,0,14,16,15,9,0,3,13,0,21,23,10,20,18,0,4,2,17,0,20,9,23,18,8,5,7,0,0,10,4,0,0,0,19,0,17,0,16,0,0,24,11,25,0,0,2,0,14,4,0,25,0,8,22,0,17,23,0,0,24,0,19,9,13,3,16,7,5,0,0,7,3,6,0,20,9,0,0,17,0,11,16,0,0,0,1,25,2,0,15,13,19,18,0,15,12,16,13,0,0,2,4,0,19,0,25,8,21,0,0,3,5,7,0,23,0,14,20,0
5,3,2,1,4,0,19,0,20,16,0,0,13,12,14,10,9,6,0,0,24,21,25,23,0,10,8,7,0,0,13,14,0,15,11,0,1,3,0,4,25,0,21,23,22,0,18,20,17,16,23,22,0,0,0,0,0,2,0,0,0,0,0,7,9,0,19,0,18,17,0,0,15,0,11,0,18,17,0,0,8,0,0,10,0,24,23,0,22,0,15,14,0,13,0,0,3,0,0,0,15,0,12,11,14,23,22,21,0,24,0,0,18,17,0,0,4,1,3,0,0,8,10,7,6,0,0,6,5,3,0,1,0,0,0,0,15,20,0,23,0,8,0,0,0,12,9,0,13,19,0,0,8,0,1,0,25,19,11,0,0,0,9,13,0,14,16,0,12,6,0,0,0,0,10,0,0,21,0,12,9,0,18,8,20,2,0,0,6,1,0,3,0,7,5,17,16,0,14,15,13,0,0,18,15,0,3,0,21,5,0,22,12,0,16,24,0,0,9,20,0,0,0,0,25,22,0,9,20,23,12,0,13,17,15,0,0,24,0,8,4,1,0,2,0,3,0,11,0,0,0,5,0,23,0,0,2,0,0,0,0,0,0,0,0,8,0,13,0,16,25,0,18,0,24,0,0,3,9,2,0,0,0,0,19,6,25,0,4,13,17,18,24,0,0,15,0,8,0,21,0,0,20,15,8,22,0,10,24,17,1,0,2,3,5,21,7,9,6,0,0,12,14,11,23,0,24,0,0,10,5,6,0,7,25,0,8,16,0,0,12,0,23,0,14,0,0,0,0,0,17,0,11,13,22,0,0,0,0,9,23,21,14,0,0,0,0,25,4,3,0,0,0,19,0,2,23,0,3,24,0,12,0,14,0,18,0,0,8,6,7,0,0,0,15,11,0,17,16,9,0,20,16,19,0,21,24,15,23,18,0,0,5,1,2,6,13,4,0,0,0,25,0,10,8,14,0,22,8,17,10,7,0,0,0,21,9,0,19,20,23,12,18,16,24,0,15,2,0,3,0,0,5,4,0,0,0,1,2,0,12,0,25,15,7,19,0,8,0,10,21,14,0,0,18,12,21,15,10,0,0,11,9,19,0,16,13,17,23,0,0,0,0,14,0,7,24,0,0,4,21,10,23,0,0,6,0,4,0,0,9,14,19,0,24,0,17,12,11,0,0,1,0,25,0,8,0,0,0,25,0,0,0,0,23,3,2,1,5,0,0,6,7,21,4,20,0,0,0,12,0,15,0,0,20,11,0,25,9,0,13,0,22,10,0,3,5,2,1,0,0,0,0,0,7,0,6,4,0,0,1,5,20,3,2,8,12,23,25,0,0,0,14,0,0,18,0,19,15,17,3,0,0,2,5,0,8,24,22,0,4,7,6,16,0,0,0,20,19,0,0,23,0,21,14
0,6,4,2,1,0,0,0,18,8,7,13,3,0,10,0,17,14,0,22,11,0,0,24,12,22,14,0,0,16,7,5,3,6,21,0,24,0,20,0,0,1,8,25,4,0,0,18,0,15,0,13,9,7,3,24,0,25,0,0,0,0,0,6,0,20,23,18,0,0,2,0,0,4,0,0,0,20,17,23,0,10,0,0,4,25,11,0,21,0,0,12,0,19,24,7,6,0,16,0,10,0,0,25,0,12,15,16,0,17,2,4,1,18,19,7,3,0,0,11,0,9,0,22,0,0,12,0,15,14,18,0,0,0,20,8,10,0,7,6,0,24,23,0,25,0,0,1,0,4,23,0,0,24,0,8,6,0,7,10,13,0,14,12,11,0,4,0,1,0,18,17,16,20,19,0,7,0,10,0,3,1,4,0,5,0,0,19,0,16,13,14,0,0,15,22,0,24,0,21,0,17,18,20,19,23,0,22,0,25,0,0,4,0,0,8,9,7,0,10,13,12,11,15,0,0,0,0,0,4,0,11,0,12,15,23,0,24,0,0,18,19,0,0,0,0,0,0,0,9,13,0,0,0,22,20,8,11,9,0,0,2,0,1,3,24,7,0,4,0,21,15,0,12,18,24,0,0,0,7,16,3,0,1,2,22,19,11,10,0,14,0,20,18,0,0,5,0,0,0,0,0,10,0,0,0,13,12,22,0,20,0,0,15,5,0,11,0,9,0,0,1,0,2,24,0,0,11,0,0,10,4,0,0,6,0,0,12,0,18,0,13,1,0,2,25,22,0,0,0,0,1,0,14,0,0,0,24,15,23,0,6,0,0,0,25,22,10,0,12,0,0,0,11,0,2,5,0,3,15,19,0,0,0,0,0,0,6,4,0,11,0,24,12,0,17,0,0,0,25,0,25,23,8,21,1,2,0,20,3,24,0,0,0,0,22,0,15,17,0,6,4,0,9,0,0,10,0,0,18,11,0,21,0,9,0,3,5,0,2,6,8,4,0,0,15,24,0,0,20,14,0,0,9,24,6,7,0,4,0,0,18,0,8,0,0,5,0,2,0,10,0,22,0,16,7,16,6,4,0,17,12,0,24,22,19,0,15,25,20,0,10,21,14,13,0,0,2,0,0,8,0,16,22,17,0,25,6,11,0,15,12,20,14,0,4,0,3,13,0,24,0,0,18,10,20,0,15,0,0,4,0,2,3,0,0,8,22,16,13,0,0,0,0,18,5,14,23,7,6,18,0,2,0,5,22,17,13,0,24,6,21,0,19,9,12,0,0,23,14,0,0,0,0,8,25,4,7,6,0,0,19,0,0,12,5,17,18,11,0,10,0,22,0,8,16,3,0,0,2,0,0,0,0,0,15,0,0,8,16,0,0,2,0,25,5,6,19,20,7,12,11,0,0,22
4,0,0,7,13,20,0,14,19,9,1,3,25,0,0,23,0,0,16,10,0,8,12,17,18,24,0,8,12,22,16,11,7,6,0,23,13,21,0,0,0,0,0,0,0,19,0,0,0,0,20,1,0,2,3,0,21,12,23,0,0,19,0,18,17,4,9,7,11,6,0,0,0,0,0,0,0,0,14,0,10,18,0,22,13,6,0,4,8,0,24,19,12,20,0,0,0,2,5,0,16,0,10,0,0,5,15,0,0,3,11,0,0,20,12,0,8,0,25,0,21,4,0,6,0,3,0,2,0,0,11,0,20,0,19,0,0,0,0,0,0,0,23,0,0,0,16,13,22,0,10,22,0,0,0,3,0,0,0,0,12,14,0,0,23,20,25,15,8,0,6,19,9,0,21,23,0,0,19,0,4,0,0,7,6,10,0,22,0,21,3,0,9,0,16,0,11,24,18,17,8,0,18,0,16,24,0,21,14,23,5,7,0,0,20,0,17,13,0,12,4,3,0,0,1,11,0,6,0,0,0,0,8,16,0,4,1,0,2,13,19,0,0,10,0,0,0,0,0,12,21,23,0,24,0,17,19,16,18,0,0,0,7,9,6,0,15,0,14,13,3,2,1,0,5,0,8,9,0,10,0,25,23,0,24,0,5,2,4,0,17,20,0,0,18,13,0,0,14,15,17,18,0,16,20,12,14,11,0,0,0,0,23,24,0,0,5,0,0,0,8,0,6,9,10,0,3,4,0,0,0,0,6,8,10,13,15,12,14,11,25,0,0,0,22,18,17,0,19,20,0,0,0,0,15,0,0,1,3,5,18,20,0,0,0,0,0,6,0,8,23,0,21,0,25,13,12,16,15,0,21,0,0,0,0,7,11,6,3,0,9,22,20,23,0,2,18,0,1,0,14,2,0,0,0,18,23,0,0,0,0,0,13,12,0,0,0,5,0,7,25,0,22,8,11,0,24,25,22,11,13,3,0,9,7,20,0,18,0,0,0,0,0,0,2,0,0,15,16,14,0,0,0,0,0,0,16,0,12,11,2,4,8,1,0,0,0,18,15,19,9,20,17,0,24,0,0,0,20,8,6,1,0,0,2,0,22,14,0,15,0,24,25,0,11,0,5,0,3,0,9,0,11,8,0,23,0,0,17,16,24,6,5,7,0,0,12,10,18,0,14,1,3,0,2,15,21,0,0,0,1,2,0,5,14,25,12,0,22,8,16,11,19,7,20,17,9,4,0,6,0,25,12,0,14,8,6,0,10,0,0,17,0,0,9,0,2,0,0,0,0,0,5,0,7,0,16,17,3,2,15,7,24,25,12,14,23,20,0,18,5,0,4,0,9,0,0,8,0,19,0,10,7,0,0,19,0,9,11,21,0,2,1,0,0,0,14,8,0,25,16,24,0,12,0
11,14,15,0,12,9,7,0,0,0,1,5,0,2,4,17,18,20,19,16,25,21,0,24,0,1,0,5,0,0,24,0,0,25,0,0,10,8,0,0,12,13,15,14,11,20,17,0,16,0,0,21,0,22,0,14,12,13,15,11,16,20,18,17,19,7,0,0,9,6,0,2,3,0,0,0,9,10,0,7,19,0,0,0,16,21,25,0,22,0,2,3,5,4,0,15,0,0,11,14,16,19,20,18,17,0,0,3,0,1,0,15,13,0,14,0,0,0,0,23,0,0,8,6,9,2,5,0,1,18,10,21,23,0,14,20,9,19,0,0,16,6,4,0,0,0,24,17,0,0,22,16,21,0,0,5,25,0,3,2,12,18,11,0,17,0,0,9,24,14,13,4,6,0,0,7,11,0,6,0,0,0,22,0,17,14,16,24,13,0,25,23,8,21,12,3,0,0,0,5,0,20,19,15,24,8,4,0,16,7,2,3,0,0,5,10,22,13,18,17,0,25,11,14,21,0,0,8,0,13,20,24,11,9,0,0,22,21,4,6,5,0,3,15,2,18,16,0,0,0,23,6,0,5,0,25,0,0,18,0,0,8,10,16,22,11,0,19,12,0,1,0,4,21,2,15,0,25,4,20,16,11,12,14,23,9,21,0,19,7,3,2,1,5,18,0,10,22,17,0,21,10,18,0,0,2,3,0,1,13,23,0,0,14,0,9,16,22,17,8,0,11,0,0,0,13,22,17,12,0,0,19,5,0,20,25,1,4,3,2,0,0,0,10,0,16,8,15,0,18,9,2,0,16,3,0,0,0,8,0,24,17,0,11,18,4,7,6,13,25,0,23,14,0,20,25,12,24,11,0,17,0,0,22,15,0,0,0,5,3,0,0,2,1,0,8,0,0,20,23,20,23,22,0,0,0,6,7,0,5,19,4,2,18,1,0,24,25,0,0,0,13,0,15,0,0,0,13,0,0,0,8,0,0,0,17,0,0,20,23,14,12,11,16,22,21,6,0,5,3,17,1,0,0,0,0,18,20,0,0,0,14,0,6,16,13,9,0,0,5,11,19,24,22,25,5,0,16,7,0,12,0,0,24,19,0,11,0,21,0,0,20,17,23,0,4,14,0,0,1,0,0,0,23,1,0,16,19,17,9,5,7,20,15,21,8,10,0,0,4,14,22,25,0,0,19,7,0,20,0,22,0,25,12,8,4,6,17,0,0,0,5,14,2,0,23,15,0,18,24,10,18,0,21,0,7,5,0,0,4,3,2,14,0,0,23,17,0,0,13,19,0,0,8,0,8,0,14,25,0,0,1,15,2,0,0,0,16,0,12,19,0,21,20,9,0,5,10,0,7,4,13,6,0,0,21,20,14,23,18,8,0,0,10,11,0,25,12,0,24,0,0,0,0,17
7,0,19,6,0,8,15,0,20,4,1,0,0,0,2,0,13,17,10,22,0,23,11,16,14,0,12,0,15,23,10,21,18,0,24,0,17,9,8,0,7,0,25,0,5,0,0,3,2,0,18,0,11,0,24,0,9,0,3,0,6,0,4,25,0,0,20,0,23,14,0,21,22,0,8,22,0,0,0,13,0,0,0,0,5,0,12,11,0,0,1,0,21,3,0,0,24,9,0,18,2,0,0,0,0,22,13,17,0,12,0,10,0,21,0,16,0,0,0,15,5,0,19,6,7,0,0,5,7,0,12,0,0,21,0,0,1,0,19,4,8,23,0,18,9,0,15,0,0,22,1,4,18,0,0,23,20,22,0,14,25,0,21,0,24,17,0,0,13,0,7,0,0,3,11,16,0,6,0,15,1,0,0,0,0,7,3,13,0,0,11,0,0,19,24,20,0,0,23,0,23,0,20,9,0,15,0,0,10,0,0,16,14,22,12,21,3,0,0,7,0,0,8,1,0,0,0,0,25,0,3,5,16,0,7,17,23,0,15,20,4,0,10,0,2,9,0,13,12,0,10,16,0,24,14,11,0,0,0,0,0,0,0,0,0,3,5,0,20,1,22,17,15,0,0,6,22,0,21,7,0,0,8,13,17,3,15,0,0,0,18,0,0,0,0,0,0,24,0,0,17,0,0,11,0,16,0,21,23,10,9,24,20,14,19,13,15,0,0,6,1,2,25,5,3,5,3,23,1,0,0,0,0,0,15,13,18,10,17,22,0,21,0,0,0,6,0,4,8,16,0,0,25,19,0,0,2,3,0,1,4,11,0,0,6,22,8,12,0,0,23,14,21,0,13,0,25,0,0,21,9,6,10,0,8,5,4,2,1,0,0,0,11,0,0,18,16,0,19,20,9,10,7,8,6,0,1,5,0,3,0,14,0,11,13,20,0,16,17,18,0,0,23,24,0,19,20,17,0,16,21,24,0,25,22,0,0,0,0,0,0,4,1,2,0,0,0,12,14,0,4,0,0,3,0,14,11,15,0,13,0,0,17,16,0,25,0,24,0,0,8,0,0,0,0,14,0,0,13,11,0,16,0,0,0,0,0,22,23,21,10,9,0,0,8,0,1,2,4,5,12,23,24,16,0,0,8,14,22,0,21,20,19,9,0,0,7,4,5,10,0,0,0,13,0,11,19,10,0,8,0,4,0,0,9,0,7,15,0,25,2,17,0,1,16,14,18,0,21,0,13,6,9,0,0,7,19,11,0,0,14,2,1,0,5,0,24,18,15,0,25,8,10,22,12,21,7,15,20,0,24,0,0,0,23,0,6,0,4,10,0,0,0,22,25,0,9,0,0,17,25,2,1,14,3,0,10,12,0,0,0,22,0,13,17,19,0,8,9,20,0,0,0,7,6
0,3,5,0,2,13,6,4,9,0,0,23,0,21,15,0,0,19,11,7,0,0,10,8,22,0,0,10,18,6,21,7,5,0,0,0,14,0,25,0,23,1,3,2,24,19,0,0,0,0,0,0,0,21,0,12,23,18,0,16,0,6,7,10,5,25,0,0,14,17,15,2,1,0,13,23,13,17,16,22,25,2,0,1,14,8,0,11,20,9,21,0,10,0,18,0,0,5,0,0,15,0,0,0,0,11,19,8,0,22,3,2,0,0,1,0,5,0,0,0,14,23,0,18,0,0,12,23,8,0,10,16,14,0,24,2,3,5,1,20,6,4,7,9,11,22,19,15,17,0,5,2,1,0,15,6,22,7,4,21,0,0,10,0,0,17,13,0,8,25,11,0,0,12,0,20,0,19,9,24,17,0,12,0,11,7,13,15,6,4,0,23,22,21,16,1,3,0,2,5,10,17,22,0,18,0,0,2,0,1,14,0,0,11,25,15,24,0,0,20,6,0,0,7,8,16,0,6,4,0,0,0,20,25,19,12,22,0,0,0,0,18,2,3,5,23,13,21,14,0,11,0,0,0,12,22,8,0,0,10,21,1,0,4,0,5,14,23,7,6,17,0,0,0,25,24,0,0,23,10,0,0,25,3,4,9,16,18,0,0,12,11,0,17,22,5,0,0,0,0,4,0,7,0,13,18,0,24,11,5,0,0,20,14,23,16,3,0,1,0,10,8,22,21,0,0,0,2,1,5,7,0,9,19,6,17,24,13,22,0,4,0,15,25,8,0,14,11,23,16,9,0,16,0,17,0,0,23,14,0,25,7,6,0,11,24,0,21,0,10,4,0,3,13,0,12,0,0,0,0,0,10,0,7,8,16,0,19,18,17,0,0,1,0,0,21,25,0,0,24,2,1,3,0,4,24,0,0,0,0,0,15,14,0,0,8,0,6,0,9,0,20,0,0,19,22,23,0,24,25,14,0,11,0,13,6,0,0,0,7,18,17,16,20,19,3,0,0,0,4,0,16,18,0,19,0,5,1,2,3,24,0,0,23,21,13,0,11,15,0,0,10,0,0,9,7,0,8,0,9,19,20,16,17,18,1,0,4,3,2,22,25,24,0,21,13,15,0,0,14,14,0,12,0,0,0,24,17,0,0,0,0,0,0,6,19,0,18,13,15,2,4,0,0,1,18,0,20,17,0,8,11,22,21,25,10,4,1,2,14,7,6,5,16,3,0,0,13,0,0,21,10,24,25,8,1,4,19,0,2,15,17,16,12,0,0,9,20,22,0,7,0,0,5,3,6,19,0,0,1,3,0,10,5,7,0,0,23,9,0,11,21,25,24,12,0,22,14,15,17,0,0,9,7,3,0,14,0,0,0,0,0,0,24,19,2,8,17,4,1,20,0,18,0,23
5,0,11,6,0,0,12,0,13,16,20,22,14,9,0,0,0,19,0,1,10,0,24,0,8,10,0,21,0,20,0,24,11,0,25,17,0,2,8,1,0,14,15,0,0,5,7,0,13,0,19,12,0,0,9,0,0,4,14,1,0,16,0,6,0,0,0,22,21,8,15,0,20,18,23,25,1,0,0,2,0,0,0,6,3,18,0,19,10,15,0,24,0,20,0,0,11,12,0,16,15,0,22,14,16,0,0,0,0,23,0,24,11,0,0,7,0,0,0,0,19,0,4,6,0,24,0,18,0,0,21,0,1,0,2,23,7,0,14,0,10,0,0,16,22,0,0,0,11,12,23,0,14,11,0,0,0,0,10,13,0,25,0,0,8,0,21,0,19,0,18,0,2,0,0,0,6,0,19,0,9,0,16,8,18,0,17,0,11,22,4,0,0,3,0,21,23,14,0,0,21,15,8,22,10,19,14,0,23,0,9,0,0,0,0,5,17,24,0,18,0,0,7,4,0,0,2,1,3,4,25,0,0,0,0,21,18,24,19,0,0,0,0,14,20,8,0,0,0,0,0,7,6,5,0,0,20,19,0,11,10,12,21,15,18,14,2,3,1,25,0,0,0,23,0,3,13,0,0,0,4,0,6,5,0,8,14,0,22,0,0,23,18,24,0,0,0,11,19,20,8,22,12,0,25,0,21,0,15,24,0,0,20,16,7,0,0,4,9,13,0,0,0,0,0,18,21,23,0,14,3,16,0,1,17,0,0,0,5,0,0,19,8,10,11,0,12,25,15,0,9,0,0,0,0,13,25,14,22,12,3,2,23,1,24,0,7,0,0,21,0,18,10,0,6,17,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,14,13,10,0,0,0,25,0,0,5,3,0,1,7,6,0,4,15,0,21,0,23,16,0,0,12,8,0,14,9,19,20,24,0,0,16,0,6,0,11,9,0,21,12,0,15,0,0,1,3,2,0,0,0,13,0,10,18,12,0,0,24,0,23,19,0,16,0,0,0,17,13,25,21,22,7,4,6,2,0,0,5,15,0,0,0,0,23,12,17,0,24,0,0,0,1,18,5,0,0,20,0,15,7,4,0,0,0,1,0,5,0,3,6,0,10,7,9,16,0,18,0,19,13,15,0,12,14,0,0,21,22,0,11,14,15,12,13,0,3,5,2,0,24,23,0,0,21,18,20,0,17,0,6,10,0,7,0,22,24,0,23,0,0,18,0,0,19,1,0,0,2,0,8,0,0,7,9,0,15,13,12,0,6,0,10,0,0,24,0,0,0,22,11,15,13,0,14,0,0,1,0,4,16,20,18,17,0,16,0,20,0,0,0,0,15,12,0,0,0,8,7,9,0,25,21,22,24,0,5,3,2,4
